OBJECTID,Shape,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
243681,b'\x00\x01\xad\x10\x00\x00Xz\x8f\x8e\x86\xb7]\xc0PUiDV\x15A@Xz\x8f\x8e\x86\xb7]\xc0PUiDV\x15A@|\x01\x00\x00\x00Xz\x8f\x8e\x86\xb7]\xc0PUiDV\x15A@\xfe',248472,W-221956,FED,DOI-WFMI,NPS,USCASMP,Santa Monica Mountains National Recreation Area,CASMP,Santa Monica Mountains National Recreation Area,4001,,,GREENMEADO,,,CA3411411897719931026,GREEN MEADOWS,,1993,10/26/1993,299,1430,Human,Arson/incendiarism,,11/4/1993,308,2000,38152,G,34.1667,-118.8676,OTHER FEDERAL,CA,,,
243695,b'\x00\x01\xad\x10\x00\x00|\x92\xc6^\xcb\xab]\xc0(u\xd8\xd0\x0f\x11A@|\x92\xc6^\xcb\xab]\xc0(u\xd8\xd0\x0f\x11A@|\x01\x00\x00\x00|\x92\xc6^\xcb\xab]\xc0(u\xd8\xd0\x0f\x11A@\xfe',248486,W-221990,FED,DOI-WFMI,NPS,USCASMP,Santa Monica Mountains National Recreation Area,CASMP,Santa Monica Mountains National Recreation Area,9606,,,CALABASAS,,,CA3405411871719961021,CALABASAS,,1996,10/21/1996,295,1035,Human,Power generation/transmission/distribution,,10/30/1996,304,1800,13190,G,34.1333,-118.6843,STATE,CA,,,
244224,b'\x00\x01\xad\x10\x00\x00\xec\x1f\xdeOZ\xe7]\xc0x?\x06I$\xf7B@\xec\x1f\xdeOZ\xe7]\xc0x?\x06I$\xf7B@|\x01\x00\x00\x00\xec\x1f\xdeOZ\xe7]\xc0x?\x06I$\xf7B@\xfe',249019,W-220416,FED,DOI-WFMI,NPS,USCAYNP,Yosemite National Park,CAYNP,Yosemite National Park,130,,,N PARKCPLX,1999_CA-YNP-130_NORTH PARK COMPLEX,1999_CA-YNP-130_NORTH PARK COMPLEX,CA3794011965019990810,NORTH PARK COMPLEX (LECONTE),NORTH PARK COMPLEX,1999,8/10/1999,222,846,Natural,Natural,,,,,11705.4,G,37.9308,-119.6149,NPS,CA,,,
246035,b'\x00\x01\xad\x10\x00\x00\xb8\xd1bQ\xfa)T\xc0\x00\x93n\xd4Uo9@\xb8\xd1bQ\xfa)T\xc0\x00\x93n\xd4Uo9@|\x01\x00\x00\x00\xb8\xd1bQ\xfa)T\xc0\x00\x93n\xd4Uo9@\xfe',250890,W-231515,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,9513,,,E112,,,,,,1995,4/4/1995,94,1000,Human,Equipment and vehicle use,,5/6/1995,126,1800,5948,G,25.434908,-80.655906,NPS,FL,,,
246763,b'\x00\x01\xad\x10\x00\x00\xc9\\\x16\x9c\xcc\xe4c\xc0\xa8\xb9\n\x06\xf0\x0eO@\xc9\\\x16\x9c\xcc\xe4c\xc0\xa8\xb9\n\x06\xf0\x0eO@|\x01\x00\x00\x00\xc9\\\x16\x9c\xcc\xe4c\xc0\xa8\xb9\n\x06\xf0\x0eO@\xfe',251667,W-516125,FED,DOI-WFMI,BIA,USAKAKA,Alaska Regional Office,AKAKA,Alaska Regional Office,13,,B2Z8,SADDLE,,,AK6207315901020050802,SADDLE,,2005,8/2/2005,214,1759,Natural,Natural,,9/1/2005,244,1550,121149,G,62.1167,-159.15,BLM,AK,,,
246765,b'\x00\x01\xad\x10\x00\x00\x89\xee\x05\xd8\x1alc\xc08BR\xed\x8e\xd3N@\x89\xee\x05\xd8\x1alc\xc08BR\xed\x8e\xd3N@|\x01\x00\x00\x00\x89\xee\x05\xd8\x1alc\xc08BR\xed\x8e\xd3N@\xfe',251685,W-594725,FED,DOI-WFMI,BIA,USAKAKA,Alaska Regional Office,AKAKA,Alaska Regional Office,5,,E0Q5,GAGARYAH 2,2009_AK-SWS-904364_GAGARYAH #2,,AK6169715522120090703,GAGARYAH 2,,2009,7/3/2009,184,1458,Natural,Natural,,8/17/2009,229,1615,19690,G,61.6528,-155.3783,BLM,AK,,,
246766,b'\x00\x01\xad\x10\x00\x00\x86D\x07H\xc7Wc\xc0\xa0!\xa4Z\xc3#O@\x86D\x07H\xc7Wc\xc0\xa0!\xa4Z\xc3#O@|\x01\x00\x00\x00\x86D\x07H\xc7Wc\xc0\xa0!\xa4Z\xc3#O@\xfe',251686,W-595430,FED,DOI-WFMI,BIA,USAKAKA,Alaska Regional Office,AKAKA,Alaska Regional Office,8,,E0NZ,BIG RIVER,2009_AK-SWS-904361_BIG RIVER,,AK6227615474820090705,BIG RIVER,,2009,7/5/2009,186,1735,Natural,Natural,,9/6/2009,249,1500,33262,G,62.2794,-154.7431,BLM,AK,,,
246906,b'\x00\x01\xad\x10\x00\x00<f\xfb\xebpXX\xc0\xd8\x9dc\xb7\x04\\A@<f\xfb\xebpXX\xc0\xd8\x9dc\xb7\x04\\A@|\x01\x00\x00\x00<f\xfb\xebpXX\xc0\xd8\x9dc\xb7\x04\\A@\xfe',251832,W-517633,FED,DOI-WFMI,BIA,USOKCHA,Chickasaw Agency,OKCHA,Chickasaw Agency,56,,B9JT,ANTIOCH,2005_OK-CHA-005056_ANTIOCH,,OK3469209737620051127,ANTIOCH,,2005,11/27/2005,331,1200,Human,Missing data/not specified/undetermined,,12/1/2005,335,1800,7000,G,34.7189,-97.3819,PRIVATE,OK,,,
246952,b'\x00\x01\xad\x10\x00\x00\x18\xf80\xff\xd1_X\xc0\xb8\x86\x19\x87k9A@\x18\xf80\xff\xd1_X\xc0\xb8\x86\x19\x87k9A@|\x01\x00\x00\x00\x18\xf80\xff\xd1_X\xc0\xb8\x86\x19\x87k9A@\xfe',251878,W-520102,FED,DOI-WFMI,BIA,USOKCHA,Chickasaw Agency,OKCHA,Chickasaw Agency,1005,,CMC6,RATLIFFCIT,2006_OK-OKS-06-60020_RATLIFF CITY,,OK3441509746320060112,RATLIFF CITY,,2006,1/12/2006,12,1410,Human,Missing data/not specified/undetermined,,1/21/2006,21,2006,19200,G,34.4486,-97.4972,PRIVATE,OK,,,
247000,b'\x00\x01\xad\x10\x00\x00\x04R\x01\xaef}X\xc0\x18Ff\xdap<A@\x04R\x01\xaef}X\xc0\x18Ff\xdap<A@|\x01\x00\x00\x00\x04R\x01\xaef}X\xc0\x18Ff\xdap<A@\xfe',251927,W-537917,FED,DOI-WFMI,BIA,USOKCHA,Chickasaw Agency,OKCHA,Chickasaw Agency,6071,,CDD5,BIA EMPIRE,2006_OK-OKS-06-6053_EMPIRE,,OK3447209795920060301,BIA EMPIRE,,2006,3/1/2006,60,940,Human,Power generation/transmission/distribution,,3/2/2006,61,1600,8000,G,34.4722,-97.9594,PRIVATE,OK,,,
247001,b'\x00\x01\xad\x10\x00\x00\xb0\xa5:){kX\xc0\x80\xeej\xddy&A@\xb0\xa5:){kX\xc0\x80\xeej\xddy&A@|\x01\x00\x00\x00\xb0\xa5:){kX\xc0\x80\xeej\xddy&A@\xfe',251928,W-518156,FED,DOI-WFMI,BIA,USOKCHA,Chickasaw Agency,OKCHA,Chickasaw Agency,72,,CDV6,BIALOCO,2006_OK-OKS-06-6054_LOCO,,OK3430109767920060302,BIALOCO,,2006,3/2/2006,61,750,Human,Equipment and vehicle use,,3/6/2006,65,1500,7880.3,G,34.3006,-97.6794,BIA,OK,,,
247521,b'\x00\x01\xad\x10\x00\x00\xe4\xa4oS\xb5UX\xc0\x90\x1fr\x19\xc8\x07A@\xe4\xa4oS\xb5UX\xc0\x90\x1fr\x19\xc8\x07A@|\x01\x00\x00\x00\xe4\xa4oS\xb5UX\xc0\x90\x1fr\x19\xc8\x07A@\xfe',252451,W-588012,FED,DOI-WFMI,BIA,USOKCHA,Chickasaw Agency,OKCHA,Chickasaw Agency,9033,,ET6N,BRUSHY MOUNTAIN FIRE,2009_OK-CHA-009033_BRUSHY MOUNTAIN,,OK3405309731220090409,BRUSHY MOUNTAIN,,2009,4/9/2009,99,1317,Human,Debris and open burning,,4/15/2009,105,1900,8000,G,34.0608,-97.3392,BIA,OK,,,
248731,b'\x00\x01\xad\x10\x00\x00H\x08\nGf\xfeW\xc0@\x0e\xe7\xda\n\x9dA@H\x08\nGf\xfeW\xc0@\x0e\xe7\xda\n\x9dA@|\x01\x00\x00\x00H\x08\nGf\xfeW\xc0@\x0e\xe7\xda\n\x9dA@\xfe',253681,W-514040,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,36,,B9B5,PROCTOR,2005_OK-OMA-005036_PROCTOR,,OK3520009598720051117,PROCTOR,,2005,11/17/2005,321,1400,Human,Arson/incendiarism,,11/19/2005,323,2300,7680,G,35.2269,-95.975,BIA,OK,,,
248761,b'\x00\x01\xad\x10\x00\x00\xcc\xdf\xf1\xde\xb2\x17X\xc0(\xb5u\xaf\x14\xadA@\xcc\xdf\xf1\xde\xb2\x17X\xc0(\xb5u\xaf\x14\xadA@|\x01\x00\x00\x00\xcc\xdf\xf1\xde\xb2\x17X\xc0(\xb5u\xaf\x14\xadA@\xfe',253711,W-514053,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,68,,B9GR,BEARDEN,2005_OK-OKS-05-40402_BEARDEN FIRE,,OK3532009636920051127,BEAR DEN,,2005,11/27/2005,331,900,Human,Debris and open burning,,11/29/2005,333,1800,9429,G,35.3522,-96.3703,BIA,OK,,,
248763,b'\x00\x01\xad\x10\x00\x00\x84a\xed\x133\xf7W\xc0\x08\x84\x95^\xa9\xaaA@\x84a\xed\x133\xf7W\xc0\x08\x84\x95^\xa9\xaaA@|\x01\x00\x00\x00\x84a\xed\x133\xf7W\xc0\x08\x84\x95^\xa9\xaaA@\xfe',253713,W-514059,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,78,,B9KN,HANNA,2005_OK-OKS-05-40320_HANNA FIRE,,OK3535509584120051127,HANNA,,2005,11/27/2005,331,1030,Human,Arson/incendiarism,,11/30/2005,334,300,5121,G,35.3333,-95.8625,PRIVATE,OK,,,
248764,b'\x00\x01\xad\x10\x00\x00tP\x8b\xec#\xd4W\xc0@\xbdAj\x89\x10B@tP\x8b\xec#\xd4W\xc0@\xbdAj\x89\x10B@|\x01\x00\x00\x00tP\x8b\xec#\xd4W\xc0@\xbdAj\x89\x10B@\xfe',253714,W-519879,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,1002,,CMB7,FLATROCKCO,2005_OK-OKS-05-40317_FLAT ROCK FIRE,,OK3610309529720051127,FLAT ROCK,,2005,11/27/2005,331,1125,Human,Missing data/not specified/undetermined,,11/27/2005,331,2000,5120,G,36.1292,-95.3147,PRIVATE,OK,,,
248768,b'\x00\x01\xad\x10\x00\x00h\r6Y\xe9\x06X\xc0\xe0\x0b\xec\xce\xe6\xccA@h\r6Y\xe9\x06X\xc0\xe0\x0b\xec\xce\xe6\xccA@|\x01\x00\x00\x00h\r6Y\xe9\x06X\xc0\xe0\x0b\xec\xce\xe6\xccA@\xfe',253718,W-514061,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,71,,B9JQ,DRIPPNGSPR,2005_OK-OMA-005071_DRIPPING SPRINGS,,OK3559009614320051127,DRIPPING SPRING,,2005,11/27/2005,331,1400,Human,Arson/incendiarism,,12/1/2005,335,1200,9080,G,35.6008,-96.108,BIA,OK,,,
248791,b'\x00\x01\xad\x10\x00\x00|\x93\x0bm\x97&X\xc0 ^\x93\x7f7\xf8A@|\x93\x0bm\x97&X\xc0 ^\x93\x7f7\xf8A@|\x01\x00\x00\x00|\x93\x0bm\x97&X\xc0 ^\x93\x7f7\xf8A@\xfe',253742,W-518112,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,2,,B93C,SHAMROCK,2006_OK-OMA-006002_SHAMROCK,,OK3594509658120060101,SHAMROCK,,2006,1/1/2006,1,1212,Human,Arson/incendiarism,,1/1/2006,1,1400,5000,G,35.9392,-96.603,BIA,OK,,,
248792,b'\x00\x01\xad\x10\x00\x00L98n\x97\xe6W\xc0\x90\xd1\xbb\x97\xcc\xd4A@L98n\x97\xe6W\xc0\x90\xd1\xbb\x97\xcc\xd4A@|\x01\x00\x00\x00L98n\x97\xe6W\xc0\x90\xd1\xbb\x97\xcc\xd4A@\xfe',253743,W-518115,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,3,,B93D,WAINWRIGHT,2006_OK-OKS-06-40302_WAINWRIGHT FIRE,,OK3566309560320060101,WAINWRIGHT,,2006,1/1/2006,1,1223,Human,Arson/incendiarism,,1/1/2006,1,2200,8080,G,35.6625,-95.603,BIA,OK,,,
248794,b'\x00\x01\xad\x10\x00\x00\xd0\xf8\x11\x01\x1f$X\xc0\x10\xd4\xf2\x9b\xb3\xc9A@\xd0\xf8\x11\x01\x1f$X\xc0\x10\xd4\xf2\x9b\xb3\xc9A@|\x01\x00\x00\x00\xd0\xf8\x11\x01\x1f$X\xc0\x10\xd4\xf2\x9b\xb3\xc9A@\xfe',253745,W-518119,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,5,,B94D,PRAGUE,2006_OK-OMA-006005_PRAGUE,,OK3559109662820060101,PRAGUE,,2006,1/1/2006,1,1340,Human,Arson/incendiarism,,1/2/2006,2,1800,16423,G,35.5758,-96.5644,BIA,OK,,,
248798,b'\x00\x01\xad\x10\x00\x00D\x9fklJ\nX\xc0\x18O\x92\x88R\xc6A@D\x9fklJ\nX\xc0\x18O\x92\x88R\xc6A@|\x01\x00\x00\x00D\x9fklJ\nX\xc0\x18O\x92\x88R\xc6A@\xfe',253749,W-538032,FED,DOI-WFMI,BIA,USOKOMA,Okmulgee Field Office,OKOMA,Okmulgee Field Office,122,,C6UZ,ARLINGTON,2006_OK-OKS-06-60004_CASHION COMPLEX,2006_OK-OKS-06-60004_CASHION COMPLEX,OK3590009753320060101,CASHION COMPLEX,CASHION COMPLEX,2006,1/1/2006,1,1730,Human,Arson/incendiarism,,1/3/2006,3,1600,14000,G,35.5494,-96.1608,BIA,OK,,,
249279,b'\x00\x01\xad\x10\x00\x00\xac\x11\x8eG\xb3\x12X\xc0H\xc6\x10\xf100B@\xac\x11\x8eG\xb3\x12X\xc0H\xc6\x10\xf100B@|\x01\x00\x00\x00\xac\x11\x8eG\xb3\x12X\xc0H\xc6\x10\xf100B@\xfe',254233,W-387358,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,1,,,BIGELK,,,OK3635709629020000101,BIGELK,,2000,1/1/2000,1,1200,Human,Fireworks,Minor,1/2/2000,2,100,7320,G,36.3765,-96.2922,BIA,OK,,,
249308,"b'\x00\x01\xad\x10\x00\x00H\x84\xd8\\?\x15X\xc0\x98\xa4<\xa4\xac""B@H\x84\xd8\\?\x15X\xc0\x98\xa4<\xa4\xac""B@|\x01\x00\x00\x00H\x84\xd8\\?\x15X\xc0\x98\xa4<\xa4\xac""B@\xfe'",254263,W-387388,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,32,,,BOAR CREEK,2000_OK-OKS-00129_BOAR CREEK,,OK3632809633720001012,BOAR CREEK,,2000,10/12/2000,286,1547,Human,Arson/incendiarism,,10/13/2000,287,800,5760,G,36.2709,-96.332,BIA,OK,,,
249351,b'\x00\x01\xad\x10\x00\x00\x8c\xfb#\xfa\xbf\x07X\xc0\xc8h\xf0\xd3EuB@\x8c\xfb#\xfa\xbf\x07X\xc0\xc8h\xf0\xd3EuB@|\x01\x00\x00\x00\x8c\xfb#\xfa\xbf\x07X\xc0\xc8h\xf0\xd3EuB@\xfe',254306,W-387457,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,21,,,HULAH2,2002_OK-OKA-02007_HULA,,OK3694409613620020328,HULAH2,,2002,3/28/2002,87,1000,Human,Debris and open burning,,3/31/2002,90,1800,8000,G,36.9162,-96.1211,BIA,OK,,,
249430,"b'\x00\x01\xad\x10\x00\x00\x04UD/\x1e\x12X\xc0h$\xe9\xd7,bB@\x04UD/\x1e\x12X\xc0h$\xe9\xd7,bB@|\x01\x00\x00\x00\x04UD/\x1e\x12X\xc0h$\xe9\xd7,bB@\xfe'",254385,W-387572,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,5,,A0BA,CEDAR CREE,2004_OK-OSA-004007_CEDAR CREEK,,OK3676909624320040219,CEDAR CREEK,,2004,2/19/2004,50,1200,Human,Missing data/not specified/undetermined,,2/20/2004,51,200,5500,G,36.767,-96.2831,BIA,OK,,,
249628,b'\x00\x01\xad\x10\x00\x00\xc0C\xa10k\nX\xc0 \xb5\xef\xe2\xe1`B@\xc0C\xa10k\nX\xc0 \xb5\xef\xe2\xe1`B@|\x01\x00\x00\x00\xc0C\xa10k\nX\xc0 \xb5\xef\xe2\xe1`B@\xfe',254584,W-518220,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,97,,CD8W,CHAMBERS,2006_OK-OSA-006097_CHAMBERS,,,,,2006,3/15/2006,74,1230,Natural,Natural,,3/15/2006,74,2030,5498,G,36.7569,-96.1628,BIA,OK,,,
249910,b'\x00\x01\xad\x10\x00\x00\x98\xc5\xcb\xa0\xa8(X\xc0\xf0\xcc\x01xGQB@\x98\xc5\xcb\xa0\xa8(X\xc0\xf0\xcc\x01xGQB@|\x01\x00\x00\x00\x98\xc5\xcb\xa0\xa8(X\xc0\xf0\xcc\x01xGQB@\xfe',254867,W-583328,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,161,,EN8Z,WILD HORSES,2008_OK-OSA-008161_WILD HORSES,,OK3663909660420081106,WILD HORSES,,2008,11/6/2008,311,1241,Human,Power generation/transmission/distribution,,11/6/2008,311,1610,6325,G,36.635,-96.6353,PRIVATE,OK,,,
250110,b'\x00\x01\xad\x10\x00\x004\xc6\x98\x05\xe4\x13X\xc0(\xe4\xde\xc4\\-B@4\xc6\x98\x05\xe4\x13X\xc0(\xe4\xde\xc4\\-B@|\x01\x00\x00\x004\xc6\x98\x05\xe4\x13X\xc0(\xe4\xde\xc4\\-B@\xfe',255067,W-585441,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,155,,ES6W,PEACH ORCHARD,2009_OK-OSA-009155_PEACH ORCHARD,,,,,2009,3/17/2009,76,1400,Human,Debris and open burning,,3/24/2009,83,1200,10216,G,36.3544,-96.3108,BIA,OK,,,
250117,b'\x00\x01\xad\x10\x00\x00\x00`\xc2\xbc\xb5\x08X\xc0pr\xa5\\\xa9ZB@\x00`\xc2\xbc\xb5\x08X\xc0pr\xa5\\\xa9ZB@|\x01\x00\x00\x00\x00`\xc2\xbc\xb5\x08X\xc0pr\xa5\\\xa9ZB@\xfe',255074,W-585446,FED,DOI-WFMI,BIA,USOKOSA,Osage Agency,OKOSA,Osage Agency,156,,ES7L,PRETTY PENNY,2009_OK-OSA-009156_PRETTY PENNY,,,,,2009,3/19/2009,78,1300,Human,Arson/incendiarism,,3/26/2009,85,1200,6000,G,36.7083,-96.1361,PRIVATE,OK,,,
250566,b'\x00\x01\xad\x10\x00\x00\xac\x8c\x18\x06\xe4\x0bX\xc0Xm\t\xf6\xa8\x9bA@\xac\x8c\x18\x06\xe4\x0bX\xc0Xm\t\xf6\xa8\x9bA@|\x01\x00\x00\x00\xac\x8c\x18\x06\xe4\x0bX\xc0Xm\t\xf6\xa8\x9bA@\xfe',255533,W-519360,FED,DOI-WFMI,BIA,USOKTLA,Talihina Agency,OKTLA,Talihina Agency,99,,B89L,CABINESS,2005_OK-TLA-005099_CABINESS,,OK3501209604220051115,CABINESS,,2005,11/8/2005,312,0,Human,Missing data/not specified/undetermined,,11/16/2005,320,2359,17299,G,35.2161,-96.1858,PRIVATE,OK,,,
250598,"b'\x00\x01\xad\x10\x00\x00\xbc\xeb\xefI\x00\xf3W\xc0h\x89""2\x192A@\xbc\xeb\xefI\x00\xf3W\xc0h\x89""2\x192A@|\x01\x00\x00\x00\xbc\xeb\xefI\x00\xf3W\xc0h\x89""2\x192A@\xfe'",255565,W-519330,FED,DOI-WFMI,BIA,USOKTLA,Talihina Agency,OKTLA,Talihina Agency,5124,,B90N,PINESPRING,2005_OK-OKS-0510825_PINE SPRINGS,,OK3437209577920051227,PINE SPRINGS,,2005,12/27/2005,361,1234,Human,Missing data/not specified/undetermined,,12/28/2005,362,2359,6400,G,34.3914,-95.7969,BIA,OK,,,
250600,b'\x00\x01\xad\x10\x00\x00\x0c\xf1I\x06\xe4\x17X\xc0(\xe5@r\xdf\xee@@\x0c\xf1I\x06\xe4\x17X\xc0(\xe5@r\xdf\xee@@|\x01\x00\x00\x00\x0c\xf1I\x06\xe4\x17X\xc0(\xe5@r\xdf\xee@@\xfe',255567,W-515157,FED,DOI-WFMI,BIA,USOKTLA,Talihina Agency,OKTLA,Talihina Agency,117,,B95A,ACHILLE,2005_OK-OKS-054132_ACHILLE,,OK3386009637420051229,ACHILLE,,2005,12/29/2005,363,2000,Human,Arson/incendiarism,,12/31/2005,365,1300,10000,G,33.8662,-96.3733,PRIVATE,OK,,,
250603,b'\x00\x01\xad\x10\x00\x00`N8\n\\\xe3W\xc0h\xc2\xc1\x0e>XA@`N8\n\\\xe3W\xc0h\xc2\xc1\x0e>XA@|\x01\x00\x00\x00`N8\n\\\xe3W\xc0h\xc2\xc1\x0e>XA@\xfe',255570,W-517694,FED,DOI-WFMI,BIA,USOKTLA,Talihina Agency,OKTLA,Talihina Agency,20,,B95X,NEW YEAR,2006_OK-OKS-06-20010_GOAT HILL,,OK3470709555220060101,GOAT HILL,,2006,1/1/2006,1,1150,Human,Arson/incendiarism,,1/2/2006,2,1200,6750,G,34.6894,-95.5525,BIA,OK,,,
251228,b'\x00\x01\xad\x10\x00\x00\xb8\x8b0E\x19&X\xc0\xc8[PzG\x89A@\xb8\x8b0E\x19&X\xc0\xc8[PzG\x89A@|\x01\x00\x00\x00\xb8\x8b0E\x19&X\xc0\xc8[PzG\x89A@\xfe',256204,W-518991,FED,DOI-WFMI,BIA,USOKWEA,Wewoka Agency,OKWEA,Wewoka Agency,28,,B91X,LITTLERIV2,2005_OK-WEA-005028_LITTLE RIVER 2,,OK3509409662120051227,LITTLE RIVER 2,,2005,12/27/2005,361,1400,Human,Missing data/not specified/undetermined,,12/30/2005,364,1800,6122,G,35.0725,-96.5953,BIA,OK,,,
255773,"b'\x00\x01\xad\x10\x00\x00`s\xd8\xf4\x15""Y\xc0\x90\x99Ar.\xf6F@`s\xd8\xf4\x15""Y\xc0\x90\x99Ar.\xf6F@|\x01\x00\x00\x00`s\xd8\xf4\x15""Y\xc0\x90\x99Ar.\xf6F@\xfe'",260860,W-324822,FED,DOI-WFMI,BIA,USNDSRA,Standing Rock Agency,NDSRA,Standing Rock Agency,270,,,FTMANUEL,,,SD4588610047920000919,FTMANUEL,,2000,9/19/2000,263,1350,Human,Missing data/not specified/undetermined,,9/19/2000,263,2300,5300,G,45.9233,-100.5326,BIA,SD,,,
255806,"b'\x00\x01\xad\x10\x00\x00$\x86\xac\xba\x83""Y\xc0x\xb5\xdbO\xc2\xf5F@$\x86\xac\xba\x83""Y\xc0x\xb5\xdbO\xc2\xf5F@|\x01\x00\x00\x00$\x86\xac\xba\x83""Y\xc0x\xb5\xdbO\xc2\xf5F@\xfe'",260893,W-324853,FED,DOI-WFMI,BIA,USNDSRA,Standing Rock Agency,NDSRA,Standing Rock Agency,302,,,TRIBLE,,,SD4588410054620001021,TRIBLE,,2000,10/21/2000,295,1600,Human,Missing data/not specified/undetermined,,10/22/2000,296,600,12000,G,45.92,-100.5393,BIA,SD,,,
256181,"b'\x00\x01\xad\x10\x00\x00dv\x06\xdb\xa2JY\xc0\xe08\n,\x9a\x0fG@dv\x06\xdb\xa2JY\xc0\xe08\n,\x9a\x0fG@|\x01\x00\x00\x00dv\x06\xdb\xa2JY\xc0\xe08\n,\x9a\x0fG@\xfe'",261269,W-325320,FED,DOI-WFMI,BIA,USNDSRA,Standing Rock Agency,NDSRA,Standing Rock Agency,204,,,KRAFT-COM.,2002_SD-SRA-204_KRAFT COMPLEX,2002_SD-SRA-204_KRAFT COMPLEX,ND4612610116620020705,TENBROOK,KRAFT COMPLEX,2002,6/29/2002,180,15,Natural,Natural,,7/14/2002,195,1800,10420.7,G,46.1219,-101.1662,BIA,ND,,,
256205,b'\x00\x01\xad\x10\x00\x00\x04\xc7\x1dP\xa5PY\xc0\xf8P2>\xae\x06G@\x04\xc7\x1dP\xa5PY\xc0\xf8P2>\xae\x06G@|\x01\x00\x00\x00\x04\xc7\x1dP\xa5PY\xc0\xf8P2>\xae\x06G@\xfe',261293,W-325350,FED,DOI-WFMI,BIA,USNDSRA,Standing Rock Agency,NDSRA,Standing Rock Agency,237,,,TENBROOK,2002_SD-SRA-204_KRAFT COMPLEX,2002_SD-SRA-204_KRAFT COMPLEX,ND4612610116620020705,TENBROOK,KRAFT COMPLEX,2002,7/5/2002,186,1253,Human,Arson/incendiarism,,7/18/2002,199,1000,15732.2,G,46.0522,-101.2601,BIA,ND,,,
257033,b'\x00\x01\xad\x10\x00\x00ls2\x8a\xc8NY\xc0\x98h/\xc63\xd1F@ls2\x8a\xc8NY\xc0\x98h/\xc63\xd1F@|\x01\x00\x00\x00ls2\x8a\xc8NY\xc0\x98h/\xc63\xd1F@\xfe',262123,W-528802,FED,DOI-WFMI,BIA,USNDSRA,Standing Rock Agency,NDSRA,Standing Rock Agency,209,,CZU0,STONE MAN CHURCH,2006_ND-SRA-060644_STANDING ROCK COMPLEX,2006_ND-SRA-060644_STANDING ROCK COMPLEX,SD4570810126520060718,STONE MAN CHURCH,STANDING ROCK COMPLEX,2006,7/18/2006,199,1250,Natural,Natural,,7/23/2006,204,1830,10691,G,45.6344,-101.231,BIA,SD,,,
257034,b'\x00\x01\xad\x10\x00\x00D\x17T\x81>3Y\xc0h\xf9\xb7\xc1L\x0cG@D\x17T\x81>3Y\xc0h\xf9\xb7\xc1L\x0cG@|\x01\x00\x00\x00D\x17T\x81>3Y\xc0h\xf9\xb7\xc1L\x0cG@\xfe',262124,W-528803,FED,DOI-WFMI,BIA,USNDSRA,Standing Rock Agency,NDSRA,Standing Rock Agency,210,,CZ8Q,LUND,2006_ND-SRA-060644_STANDING ROCK COMPLEX,2006_ND-SRA-060644_STANDING ROCK COMPLEX,ND4610910082020060718,LUND,STANDING ROCK COMPLEX,2006,7/18/2006,199,1450,Natural,Natural,,7/24/2006,205,1830,9499,G,46.0961,-100.8007,BIA,ND,,,
