Fire_ID,Agency_Type,NWCG_Reporting_ Agency,Reporting_Unit_ Name,Fire_Name,Year,Fire_Discovery_Date,Date_Contained,NWCG_Cause_Classification,Cause_Description,Fire_Size,Latitude,Longitude,Fire_Origin_Land_Owner,State,County
400024101,FED,BLM,Elko Field Office,COLE CREEK,2017,6/26/2017,7/2/2017,Natural,Natural,6506.1,40.5855,-116.1186,BLM,NV,Elko 
400024122,FED,BLM,Elko Field Office,DRY GULCH,2017,7/4/2017,8/9/2017,Natural,Natural,55328.6,41.7155,-114.1972,BLM,NV,Elko 
400024134,FED,BLM,Elko Field Office,TABOR FLATS,2017,7/8/2017,7/16/2017,Natural,Natural,25379.5,41.1008,-115.2789,PRIVATE,NV,Elko 
400024139,FED,BLM,Elko Field Office,ROOSTERS COMB,2017,7/9/2017,8/4/2017,Natural,Natural,204947.6,40.9411,-116.7867,PRIVATE,NV,Elko 
400024147,FED,BLM,Elko Field Office,SNOWSTORM,2017,7/14/2017,8/4/2017,Natural,Natural,154456.1,41.3719,-116.8705,BLM,NV,Elko 
400024155,FED,BLM,Elko Field Office,OIL WELL,2017,7/17/2017,8/9/2017,Human,Missing data not specified undetermined,7466.7,40.908,-115.7772,PRIVATE,NV,Elko 
400024163,FED,BLM,Elko Field Office,BLACK POINT,2017,7/24/2017,7/29/2017,Natural,Natural,12593.5,41.6014,-116.3455,PRIVATE,NV,Elko 
400024174,FED,BLM,Elko Field Office,POLE CREEK,2017,7/30/2017,8/4/2017,Natural,Natural,6535.9,41.2553,-115.3333,BLM,NV,Elko 
400024180,FED,BLM,Elko Field Office,DELANO,2017,8/1/2017,8/7/2017,Natural,Natural,15264.4,41.6211,-114.2372,BLM,NV,Elko 
400024224,FED,BLM,Elko Field Office,COTTONWOOD,2017,9/12/2017,9/17/2017,Natural,Natural,13294.0,40.2583,-115.4236,BLM,NV,Eureka 
400024288,FED,BLM,Ely Field Office,OVERLAND,2016,8/8/2016,8/20/2016,Natural,Natural,7695.0,39.9661,-115.6258,BLM,NV,White Pine 
400024561,FED,BLM,Las Vegas Field Office,TIMBER PEAK,2017,8/29/2017,12/31/2017,Human,Missing data not specified undetermined,10000.0,37.0425,-116.4881,MISSING/NOT SPECIFIED,NV,Nye 
400024622,FED,BLM,Winnemucca Field Office,POODLE,2016,7/30/2016,8/9/2016,Natural,Natural,6557.0,40.8103,-119.6497,BLM,NV,Washoe 
400024632,FED,BLM,Winnemucca Field Office,MONROE,2016,8/16/2016,8/19/2016,Natural,Natural,11220.0,40.6931,-117.8997,BLM,NV,Pershing 
400024676,FED,BLM,Winnemucca Field Office,POKER BROWN,2017,6/19/2017,6/21/2017,Natural,Natural,15540.3,40.55799,-118.520687,BLM,NV,Pershing 
400024677,FED,BLM,Winnemucca Field Office,TRINITY,2017,6/20/2017,6/22/2017,Natural,Natural,8895.7,40.453914,-118.489657,BLM,NV,Pershing 
400024693,FED,BLM,Winnemucca Field Office,TRUCKEE,2017,7/3/2017,7/14/2017,Human,Missing data not specified undetermined,98960.1,39.762111,-119.252656,PRIVATE,NV,Washoe 
400024695,FED,BLM,Winnemucca Field Office,LIMERICK,2017,7/3/2017,7/17/2017,Human,Missing data not specified undetermined,14592.0,40.3347,-118.2714,PRIVATE,NV,Pershing 
400024711,FED,BLM,Winnemucca Field Office,MM 155,2017,7/14/2017,7/24/2017,Human,Missing data not specified undetermined,22360.6,40.754694,-118.016284,PRIVATE,NV,Pershing 
400024715,FED,BLM,Winnemucca Field Office,GRASS VALLEY,2017,7/17/2017,7/22/2017,Human,Missing data not specified undetermined,11580.5,40.7055,-117.6972,PRIVATE,NV,Pershing 
400024717,FED,BLM,Winnemucca Field Office,PHOENIX,2017,7/23/2017,7/25/2017,Natural,Natural,6965.4,40.36299,-117.43685,BLM,NV,Pershing 
400024721,FED,BLM,Winnemucca Field Office,MAHOGANY,2017,7/23/2017,9/12/2017,Natural,Natural,5054.9,41.819894,-118.66659,BLM,NV,Humboldt 
400024753,FED,BLM,Winnemucca Field Office,DUNE,2017,8/8/2017,8/9/2017,Human,Equipment and vehicle use,9872.9,41.1108,-118.088954,BLM,NV,Humboldt 
400024768,FED,BLM,Winnemucca Field Office,VISTA,2017,8/29/2017,8/31/2017,Natural,Natural,5991.4,40.064444,-118.10869,BLM,NV,Pershing 
400024772,FED,BLM,Winnemucca Field Office,VALMY,2017,8/29/2017,8/31/2017,Natural,Natural,5462.5,40.971164,-117.11214,PRIVATE,NV,Humboldt 
400026077,FED,BLM,Burns District,CINDER BUTTE,2017,8/2/2017,10/1/2017,Human,Missing data not specified undetermined,52531.0,43.568,-119.9367,BLM,OR,Harney 
400026412,FED,BLM,Prineville District,0162 CURRIE CANYON,2016,6/8/2016,6/30/2016,Natural,Natural,6300.0,45.3692,-120.5764,BLM,OR,Sherman 
400026438,FED,BLM,Prineville District,0353 SCOTT CANYON,2016,7/21/2016,8/4/2016,Human,Missing data not specified undetermined,31848.0,45.5233,-120.3675,PRIVATE,OR,Gilliam 
400026501,FED,BLM,Prineville District,0301 RHOADES CANYON,2017,6/20/2017,6/30/2017,Human,Equipment and vehicle use,15200.0,44.91,-120.4164,BLM,OR,Wheeler 
400026530,FED,BLM,Prineville District,0594 HORN BUTTE,2017,7/21/2017,8/13/2017,Human,Equipment and vehicle use,9357.0,45.6653,-120.1169,PRIVATE,OR,Gilliam 
400026552,FED,BLM,Prineville District,821,2017,8/10/2017,8/13/2017,Natural,Natural,12447.0,44.8397,-120.6964,PRIVATE,OR,Wasco 
400026560,FED,BLM,Prineville District,0900 NORTH POLE,2017,8/13/2017,8/26/2017,Natural,Natural,5075.0,45.0389,-120.5867,PRIVATE,OR,Wasco 
400026683,FED,BLM,Vale District,OWYHEE CANYON,2016,6/5/2016,6/10/2016,Natural,Natural,22327.4,42.75116,-117.5141,BLM,OR,Malheur 
400026708,FED,BLM,Vale District,SIMMONS GULCH,2016,8/7/2016,8/15/2016,Natural,Natural,11351.9,43.73656,-117.78969,BLM,OR,Malheur 
400026709,FED,BLM,Vale District,SHEEP ROCK,2016,8/7/2016,8/15/2016,Natural,Natural,12761.3,43.61441,-118.14539,BLM,OR,Malheur 
400026719,FED,BLM,Vale District,CHERRY ROAD,2016,8/21/2016,8/29/2016,Human,Missing data not specified undetermined,35194.0,43.55556,-117.3075,BLM,OR,Malheur 
400026744,FED,BLM,Vale District,HORSE CROSS,2017,6/26/2017,6/28/2017,Natural,Natural,6151.0,42.9483,-117.988,BLM,OR,Malheur 
400026766,FED,BLM,Vale District,BOWDEN,2017,7/24/2017,7/26/2017,Natural,Natural,16112.0,42.533,-117.7214,BLM,OR,Malheur 
400028509,FED,BLM,Cedar City Field Office,BRIANHEAD,2017,6/17/2017,12/5/2017,Human,Debris and open burning,71675.0,37.7178,-112.8367,STATE,UT,Garfield 
400029171,FED,BLM,Salt Lake Field Office,PEPLIN,2016,6/24/2016,6/27/2016,Human,Recreation and ceremony,6468.0,41.6608,-113.20269,BLM,UT,Box Elder 
400029202,FED,BLM,Salt Lake Field Office,BROADMOUTH,2016,8/3/2016,8/12/2016,Natural,Natural,20616.0,41.91064,-112.31039,PRIVATE,UT,Box Elder 
400029233,FED,BLM,Salt Lake Field Office,DAVIS,2017,7/16/2017,8/14/2017,Natural,Natural,38190.0,40.1767,-112.7086,BLM,UT,Tooele 
400029242,FED,BLM,Salt Lake Field Office,CEDAR MOUNTAIN,2017,7/18/2017,8/14/2017,Natural,Natural,21372.0,40.705,-112.955,BLM,UT,Tooele 
400029245,FED,BLM,Salt Lake Field Office,WILDCAT,2017,7/20/2017,8/14/2017,Natural,Natural,13177.0,41.8211,-113.0625,BLM,UT,Box Elder 
400029272,FED,BLM,Salt Lake Field Office,LONG RIDGE,2017,6/20/2017,6/24/2017,Human,Missing data not specified undetermined,6403.0,41.323,-112.4969,PRIVATE,UT,Box Elder 
400029275,FED,BLM,Salt Lake Field Office,STREAM,2017,6/27/2017,6/29/2017,Natural,Natural,8146.0,41.80929,-112.887,BLM,UT,Box Elder 
400029680,FED,BLM,Spokane District,BLACK ROCK ROAD,2016,7/30/2016,8/2/2016,Human,Firearms and explosives use,16005.5,47.2769,-119.0847,PRIVATE,WA,Lincoln 
400029696,FED,BLM,Spokane District,SPARTAN,2017,6/26/2017,7/9/2017,Natural,Natural,8729.0,47.34256,-120.16639,PRIVATE,WA,Chelan 
400029697,FED,BLM,Spokane District,SUTHERLAND CANYON,2017,6/26/2017,11/21/2017,Natural,Natural,37266.8,47.35989,-119.98789,PRIVATE,WA,Grant 
400029706,FED,BLM,Spokane District,GLADE 3,2017,7/30/2017,8/8/2017,Human,Missing data not specified undetermined,10408.7,46.12041,-120.04159,BIA,WA,Yakima 
400029709,FED,BLM,Spokane District,MONUMENT HILL,2017,8/16/2017,8/21/2017,Human,Missing data not specified undetermined,6255.1,47.31384,-119.7365,PRIVATE,WA,Grant 
400030158,FED,BLM,Buffalo Field Office,DEER CREEK,2017,8/30/2017,9/9/2017,Natural,Natural,40266.3,44.95565,-106.471514,PRIVATE,WY,Sheridan 
400030242,FED,BLM,Casper District,SIMMONS FIRE,2016,7/11/2016,7/30/2016,Natural,Natural,21080.0,42.30416,-104.08022,PRIVATE,WY,Goshen 
400030362,FED,BLM,Cody Field Office,WHIT,2016,8/2/2016,9/23/2016,Human,Equipment and vehicle use,12387.0,44.445,-109.427,PRIVATE,WY,Park 
400030480,FED,BLM,Newcastle Field Office,KARA CREEK,2016,6/24/2016,7/15/2016,Natural,Natural,12347.0,44.3853,-104.7164,PRIVATE,WY,Crook 
400030482,FED,BLM,Newcastle Field Office,INDIAN CANYON,2016,7/16/2016,7/24/2016,Natural,Natural,14318.5,43.24581,-103.71042,PRIVATE,SD,Fall River 
400030882,FED,FWS,ALLIGATOR RIV NWR,WHIPPING CREEK ROAD,2016,4/18/2016,5/7/2016,Human,Equipment and vehicle use,15449.0,35.631841,-75.907249,PRIVATE,NC,Hyde 
400030890,FED,FWS,BUENOS AIRES NWR,CUMERO,2016,5/6/2016,5/13/2016,Human,Debris and open burning,5557.0,31.488305,-111.436495,USFS,AZ,Pima 
400031017,FED,FWS,SABINE NWR,COTTONMOUTH,2016,6/26/2016,7/1/2016,Natural,Natural,6385.0,29.8608333,-93.4925,FWS,LA,Cameron Parish
400031073,FED,FWS,BUENOS AIRES NWR,BROWN,2016,6/17/2016,6/22/2016,Human,Debris and open burning,15405.0,31.775403,-111.562903,FWS,AZ,Pima 
400031099,FED,FWS,FL PANTHER NWR,FFS LEE WILLIAMS,2017,3/5/2017,3/12/2017,Missing data not specified undetermined,Missing data not specified undetermined,7230.0,26.129879,-81.580932,STATE,FL,Collier 
400031136,FED,FWS,LAKE WOODRUFF NWR,MIDNIGHT,2016,7/6/2016,7/14/2016,Natural,Natural,5420.0,29.06639,-81.41333,FWS,FL,Volusia 
400031182,FED,FWS,HANFORD RCH NM/SADDLE MTN NWR,RANGE 12,2016,7/30/2016,8/6/2016,Human,Equipment and vehicle use,171915.0,46.569326,-120.080828,OTHER FEDERAL,WA,Yakima 
400031185,FED,FWS,SABINE NWR,THREAT 1,2016,7/31/2016,8/3/2016,Natural,Natural,5367.0,29.82292,-93.514078,PRIVATE,LA,Cameron Parish
400031195,FED,FWS,COLUMBIA NWR,LOWER CRAB CREEK,2016,8/5/2016,8/10/2016,Missing data not specified undetermined,Missing data not specified undetermined,6262.0,46.829265,-119.899438,FWS,WA,Grant 
400031275,FED,FWS,KOYUKUK NWR,16482 HUSLIA RIVER,2016,7/14/2016,8/21/2016,Natural,Natural,6505.5,65.78417,-157.94733,FWS,AK,Yukon-Koyukuk Census Area
400031358,FED,FWS,ARCTIC NWR,17260 AMMERMAN CREEK,2017,6/23/2017,10/13/2017,Natural,Natural,24117.2,68.40936339,-141.311832,FWS,AK,Yukon-Koyukuk Census Area
400031361,FED,FWS,BOSQUE DEL APACHE NWR,TIFFANY,2017,6/26/2017,7/7/2017,Natural,Natural,8364.8,33.669663,-107.00076,PRIVATE,NM,Socorro 
400031365,FED,FWS,ARCTIC NWR,17268 CAMPBELL RIVER,2017,6/26/2017,10/13/2017,Natural,Natural,94178.4,67.50599552,-142.1221192,FWS,AK,Yukon-Koyukuk Census Area
400031385,FED,FWS,YUKON FLATS NWR,17292 BOULDER CREEK,2017,7/2/2017,10/13/2017,Natural,Natural,41090.0,67.47005047,-143.7362493,FWS,AK,Yukon-Koyukuk Census Area
400031390,FED,FWS,HANFORD RCH NM/SADDLE MTN NWR,SILVER DOLLAR,2017,7/2/2017,7/6/2017,Missing data not specified undetermined,Missing data not specified undetermined,30648.0,46.54123,-119.8849,BLM,WA,Yakima 
400031391,FED,FWS,ARCTIC NWR,17297 WHITE MOUNTAIN CREEK,2017,7/3/2017,10/13/2017,Natural,Natural,79410.2,67.45177516,-141.263376,FWS,AK,Yukon-Koyukuk Census Area
400031453,FED,FWS,ST JOHNS NWR,NORTH CANE,2017,3/15/2017,3/20/2017,Human,Recreation and ceremony,7302.0,28.543889,-80.935278,MISSING/NOT SPECIFIED,FL,Orange 
400031510,FED,FWS,OKEFENOKEE NWR,WEST MIMS,2017,4/7/2017,7/10/2017,Natural,Natural,152515.0,30.574667,-82.323333,FWS,FL,Baker 
400031540,FED,FWS,FL PANTHER NWR,FFS 30TH STREET ASSIST,2017,4/20/2017,4/25/2017,Missing data not specified undetermined,Missing data not specified undetermined,7068.0,26.17351406,-81.67111496,STATE,FL,Collier 
400031612,FED,FWS,MERRITT ISLAND NWR,RIVERS EDGE,2017,7/8/2017,7/13/2017,Natural,Natural,6263.0,28.527861,-80.709028,FWS,FL,Brevard 
400031618,FED,FWS,YUKON FLATS NWR,17325 BEAR MOUNTAIN,2017,7/9/2017,11/20/2017,Natural,Natural,46714.6,65.9667,-142.85,BLM,AK,Yukon-Koyukuk Census Area
400031623,FED,FWS,ARCTIC NWR,17312 HELMET,2017,7/6/2017,8/26/2017,Natural,Natural,40201.5,67.59874758,-144.0849869,FWS,AK,Yukon-Koyukuk Census Area
400031652,FED,FWS,CHARLES M RUSSELL NWR,CRYING,2017,7/19/2017,7/27/2017,Natural,Natural,7808.0,47.31794541,-107.9906254,FWS,MT,Petroleum 
400031725,FED,FWS,HANFORD RCH NM/SADDLE MTN NWR,EAST SADDLE,2017,8/12/2017,8/18/2017,Natural,Natural,17465.0,46.765923,-119.365252,BOR,WA,Pierce 
400031778,FED,FWS,MCFADDIN NWR,WF PERKINS BLOWOUT,2017,10/17/2017,10/18/2017,Missing data not specified undetermined,Missing data not specified undetermined,7972.0,29.63897091,-94.20042137,FWS,TX,Jefferson 
400031782,FED,FWS,NOWITNA NWR,17336 NOWITNA,2017,7/14/2017,9/27/2017,Natural,Natural,55273.0,64.3747,-154.1181,FWS,AK,Yukon-Koyukuk Census Area
400031797,FED,FWS,INNOKO NWR,17183 KHOTOL,2017,6/6/2017,10/12/2017,Natural,Natural,20131.8,64.3261,-158.2422,TRIBAL,AK,Yukon-Koyukuk Census Area
400035165,NONFED,ST/C&L,"Utah Division of Forestry, Fire & State Lands",WEST ANTELOPE,2016,7/21/2016,8/10/2016,Natural,Natural,15330.0,40.94881359,-112.228099,STATE,UT,Davis 
400038706,NONFED,ST/C&L,Texas Forest Service,GREEN BACA,2016,12/16/2016,12/17/2016,Human,Power generation transmission distribution,6493.0,35.36433333,-102.3435,MISSING/NOT SPECIFIED,TX,Oldham 
400040422,NONFED,ST/C&L,Las Vegas District,GRIFFITH,2017,6/21/2017,6/22/2017,Natural,Natural,5120.0,34.494151,-103.081117,MISSING/NOT SPECIFIED,NM,Quay 
400044127,NONFED,ST/C&L,Texas Forest Service,CARSON 1059,2016,12/16/2016,12/17/2016,Human,Equipment and vehicle use,5128.0,35.595,-101.2023333,MISSING/NOT SPECIFIED,TX,Carson 
400050674,NONFED,ST/C&L,Kentucky Division of Forestry,NOLANSBURG,2016,11/1/2016,11/1/2016,Human,Recreation and ceremony,7400.0,36.93043899,-83.15350341,MISSING/NOT SPECIFIED,KY,Harlan 
400050976,NONFED,ST/C&L,South Carolina Forestry Commission,PINNACLE MTN FIRE,2016,11/9/2016,12/8/2016,Human,Recreation and ceremony,10623.0,35.03389,-82.744446,PRIVATE,SC,Pickens 
400074746,NONFED,ST/C&L,Hawaii Department of Land and Natural Resources,KAHIKINUI FIRE,2016,2/15/2016,3/5/2016,Human,Arson incendiarism,5800.0,20.6336,-156.2658,STATE,HI,Maui 
400076690,NONFED,ST/C&L,Pennsylvania Division of Forest Fire Protection,16 MILE,2016,4/20/2016,4/30/2016,Human,Arson incendiarism,7949.2,41.21417,-75.18194,MISSING/NOT SPECIFIED,PA,Monroe 
400080597,NONFED,ST/C&L,North Carolina State Division of Forest Resouces,PARTY ROCK IA,2016,11/5/2016,11/18/2016,Human,Arson incendiarism,7913.27,35.451026,-82.207209,MISSING/NOT SPECIFIED,NC,Rutherford 
400086089,NONFED,ST/C&L,Kansas State Forestry,016-028,2016,3/17/2016,3/17/2016,Human,Missing data not specified undetermined,5000.0,38.23,-96.28,MISSING/NOT SPECIFIED,KS,Lyon 
400086496,NONFED,ST/C&L,Texas Forest Service,I40,2016,3/23/2016,3/25/2016,Human,Missing data not specified undetermined,15174.0,35.22761667,-100.3435167,MISSING/NOT SPECIFIED,TX,Wheeler 
400090967,NONFED,ST/C&L,Texas Forest Service,CHISUM RANCH,2016,7/12/2016,7/13/2016,Human,Missing data not specified undetermined,10789.0,35.8558,-100.9121333,MISSING/NOT SPECIFIED,TX,Roberts 
400092106,NONFED,ST/C&L,Texas Forest Service,HORSE CREEK RANCH,2016,8/5/2016,8/10/2016,Human,Missing data not specified undetermined,6623.0,31.47316667,-99.7545,MISSING/NOT SPECIFIED,TX,Concho 
400092923,NONFED,ST/C&L,"Headquarters, California Department of Forestry & Fire Protection",CHIMNEY,2016,8/13/2016,9/6/2016,Human,Missing data not specified undetermined,46235.0,35.669518,-120.99246,MISSING/NOT SPECIFIED,CA,San Luis Obispo 
400096115,NONFED,ST/C&L,North Carolina State Division of Forest Resouces,CHESTNUT KNOB,2016,11/6/2016,12/4/2016,Human,Missing data not specified undetermined,6431.42,35.611521,-81.633125,MISSING/NOT SPECIFIED,NC,Burke 
400096244,NONFED,ST/C&L,Washington Department of Natural Resources,YALE,2016,8/21/2016,12/21/2016,Human,Missing data not specified undetermined,6017.0,47.47259,-117.3466,PRIVATE,WA,Spokane 
400106342,NONFED,ST/C&L,Florida Forest Service,DRAGONFLY    (6),2017,5/24/2017,5/30/2017,Natural,Natural,29937.0,26.2133,-80.7188,STATE,FL,Broward 
400106590,NONFED,ST/C&L,Florida Forest Service,TUCKER (5),2017,6/26/2017,6/29/2017,Natural,Natural,9000.0,28.3298,-80.7756,STATE,FL,Brevard 
400106908,NONFED,ST/C&L,Oregon Department of Forestry,HORSE PRAIRIE,2017,8/26/2017,11/1/2017,Human,Missing data not specified undetermined,16436.0,42.93528,-123.60472,PRIVATE,OR,Douglas 
400107086,NONFED,ST/C&L,Georgia Forestry Commission,FY2017-CHARLTON-055,2017,4/7/2017,7/10/2017,Natural,Natural,28985.55,30.57999722,-82.30577778,MISSING/NOT SPECIFIED,GA,Charlton 
400107742,NONFED,ST/C&L,"Utah Division of Forestry, Fire & State Lands",CEDAR HILLS,2017,7/3/2017,7/23/2017,Natural,Natural,5032.0,41.86,-112.83,PRIVATE,UT,Box Elder 
400108222,NONFED,ST/C&L,Grand Junction Fire Department,UNKNOWN,2017,8/12/2017,8/12/2017,Natural,Natural,13000.0,39.0412,-108.5182,MISSING/NOT SPECIFIED,CO,Mesa 
400108889,NONFED,ST/C&L,Oregon Department of Forestry,SEATTLE,2017,8/12/2017,9/15/2017,Natural,Natural,29454.0,42.01333,-123.16,UNDEFINED FEDERAL,OR,Jackson 
400110282,NONFED,ST/C&L,Texas Forest Service,HOPPER,2017,1/22/2017,1/24/2017,Human,Power generation transmission distribution,8000.0,26.98233333,-98.13666667,MISSING/NOT SPECIFIED,TX,Brooks 
400110340,NONFED,ST/C&L,Florida Forest Service,CR630 E. (53),2017,2/15/2017,2/24/2017,Human,Power generation transmission distribution,5964.0,27.7769,-81.3651,PRIVATE,FL,Polk 
400110477,NONFED,ST/C&L,Texas Forest Service,RANKIN RANCH ROAD,2017,3/23/2017,3/25/2017,Human,Power generation transmission distribution,38104.0,35.82253333,-100.7818333,MISSING/NOT SPECIFIED,TX,Roberts 
400112301,NONFED,ST/C&L,Hanover Fire Department,MILNE FIRE,2017,2/27/2017,2/27/2017,Human,Equipment and vehicle use,5000.0,38.7831,-104.613,PRIVATE,CO,El Paso 
400112309,NONFED,ST/C&L,Texas Forest Service,303,2017,2/28/2017,3/1/2017,Human,Equipment and vehicle use,9299.0,33.44316667,-102.4981667,MISSING/NOT SPECIFIED,TX,Hockley 
400112392,NONFED,ST/C&L,Crook Volunteer Fire Department,LOGAN FIRE,2017,3/7/2017,3/7/2017,Human,Equipment and vehicle use,30000.0,40.8054,-102.9536,MISSING/NOT SPECIFIED,CO,Logan 
400112398,NONFED,ST/C&L,Texas Forest Service,DUMAS COMPLEX ,2017,3/6/2017,3/7/2017,Human,Equipment and vehicle use,28800.0,35.31945,-101.8311833,MISSING/NOT SPECIFIED,TX,Potter 
400113284,NONFED,ST/C&L,Florida Forest Service,CAMP FIRE ( 6 ),2017,5/20/2017,5/25/2017,Human,Equipment and vehicle use,23500.0,26.3193,-80.6355,STATE,FL,Broward 
400113287,NONFED,ST/C&L,Florida Forest Service,THREE MILE  ( 50 ),2017,5/19/2017,5/25/2017,Human,Equipment and vehicle use,19600.0,26.3978,-80.841,STATE,FL,Palm Beach 
400113794,NONFED,BLM,Miles City Field Office,CROW ROCK,2017,7/7/2017,7/9/2017,Human,Equipment and vehicle use,7729.7,46.7617,-106.0317,PRIVATE,MT,Custer 
400114322,NONFED,ST/C&L,Oregon Department of Forestry,NENA SPRINGS,2017,8/8/2017,8/27/2017,Human,Equipment and vehicle use,68135.0,45.09278,-121.24639,PRIVATE,OR,Wasco 
400119076,NONFED,ST/C&L,Oregon Department of Forestry,ANA 238,2017,7/8/2017,7/15/2017,Human,Recreation and ceremony,5874.0,43.01306,-120.77111,PRIVATE,OR,Lake 
400127392,NONFED,ST/C&L,Central Land Office,CHINN,2017,7/21/2017,7/25/2017,Human,Debris and open burning,7090.0,46.3724,-110.9289,PRIVATE,MT,Meagher 
400136148,NONFED,ST/C&L,Florida Forest Service,THREE FORKS #8 (5),2017,2/15/2017,2/18/2017,Human,Arson incendiarism,12564.0,27.9987,-80.7868,STATE,FL,Brevard 
400137167,NONFED,ST/C&L,Florida Forest Service,HOLIDAY  ( 06 ),2017,4/5/2017,4/9/2017,Human,Arson incendiarism,6800.0,26.0108,-80.4394,STATE,FL,Broward 
400141590,NONFED,ST/C&L,Texas Forest Service,LIT RANCH,2017,2/23/2017,2/24/2017,Human,Missing data not specified undetermined,12913.0,35.55251667,-102.2352667,MISSING/NOT SPECIFIED,TX,Oldham 
400142021,NONFED,ST/C&L,Texas Forest Service,LEFORS EAST,2017,3/7/2017,3/8/2017,Human,Missing data not specified undetermined,135000.0,35.31808333,-100.5388333,MISSING/NOT SPECIFIED,TX,Gray 
400142232,NONFED,ST/C&L,Texas Forest Service,PERRYTON,2017,3/6/2017,3/12/2017,Human,Missing data not specified undetermined,318156.0,36.0865,-100.531,MISSING/NOT SPECIFIED,TX,Lipscomb 
400145652,NONFED,ST/C&L,"Utah Division of Forestry, Fire & State Lands",LIGHT SAGE,2017,6/2/2017,6/8/2017,Human,Missing data not specified undetermined,11000.0,40.06,-112.82,UNDEFINED FEDERAL,UT,Tooele 
400145943,NONFED,ST/C&L,"Utah Division of Forestry, Fire & State Lands",TANGO,2017,6/12/2017,6/15/2017,Human,Missing data not specified undetermined,8000.0,40.22,-112.74,UNDEFINED FEDERAL,UT,Tooele 
400147617,NONFED,BLM,Lewistown Field Office,JULY,2017,7/3/2017,7/19/2017,Human,Missing data not specified undetermined,11172.0,47.9083,-108.548,UNDEFINED FEDERAL,MT,Phillips 
400149630,NONFED,BIA,Rocky Boy's Agency,EAST FORK,2017,8/27/2017,9/19/2017,Human,Missing data not specified undetermined,18915.04,48.17,-109.6217,MISSING/NOT SPECIFIED,MT,Hill 
400156466,NONFED,ST/C&L,"Headquarters, California Department of Forestry & Fire Protection",ALAMO,2017,7/6/2017,7/16/2017,Missing data not specified undetermined,Missing data not specified undetermined,28687.0,35.019827,-120.299455,MISSING/NOT SPECIFIED,CA,San Luis Obispo 
400176307,NONFED,ST/C&L,Lane County,358,2017,3/6/2017,3/7/2017,Human,Power generation transmission distribution,18000.0,38.47942,-100.30192,MISSING/NOT SPECIFIED,KS,Lane 
400176757,NONFED,ST/C&L,Ellis County,017-065,2017,3/7/2017,3/8/2017,Human,Equipment and vehicle use,7500.0,38.92777,-99.21493,MISSING/NOT SPECIFIED,KS,Ellis 
400178506,NONFED,ST/C&L,Comanche County,2017016,2017,3/8/2017,3/8/2017,Human,Debris and open burning,37000.0,37.36700451,-99.491933,MISSING/NOT SPECIFIED,KS,Comanche 
400180921,NONFED,ST/C&L,Finney County,10,2017,2/23/2017,2/23/2017,Human,Missing data not specified undetermined,10000.0,37.92771145,-100.9928077,MISSING/NOT SPECIFIED,KS,Finney 
400181259,NONFED,ST/C&L,Russell County,17010,2017,3/6/2017,3/7/2017,Human,Missing data not specified undetermined,28000.0,38.900988,-98.6136705,MISSING/NOT SPECIFIED,KS,Russell 
400182933,NONFED,ST/C&L,Arizona State Forestry - Southeast District,SWISSHELMS,2017,6/27/2017,7/8/2017,Missing data not specified undetermined,Missing data not specified undetermined,10950.0,31.68055,-109.5238,MISSING/NOT SPECIFIED,AZ,Cochise 
400300024,FED,FS,Idaho Panhandle National Forest,COUGAR,2018,7/28/2018,10/3/2018,Natural,Natural,7871.0,48.26611111,-116.1725,USFS,ID,Bonner 
400300427,FED,FS,San Juan National Forest,PLATEAU,2018,7/22/2018,9/6/2018,Natural,Natural,19634.0,37.65777778,-108.4741667,USFS,CO,Dolores 
400300631,FED,FS,Apache-Sitgreaves National Forest,RANCH,2018,7/24/2018,8/30/2018,Natural,Natural,5491.0,34.61611111,-110.8219444,USFS,AZ,Coconino 
400300764,FED,FS,Gila National Forest,BUZZARD,2018,5/22/2018,5/21/2019,Human,Recreation and ceremony,50296.0,33.72361111,-108.5372222,USFS,NM,Catron 
400300963,FED,FS,Manti-Lasal National Forest,COAL HOLLOW,2018,8/4/2018,9/28/2018,Natural,Natural,31661.0,39.95083333,-111.4025,USFS,UT,Utah 
400300964,FED,FS,Manti-Lasal National Forest,TRAIL MOUNTAIN,2018,6/7/2018,8/12/2018,Human,Debris and open burning,18080.0,39.35805556,-111.2163889,USFS,UT,Emery 
400301022,FED,FS,Uinta-Wasatch-Cache National Forest,BALD MOUNTAIN,2018,8/24/2018,8/24/2018,Natural,Natural,18620.0,39.87222222,-111.7430556,USFS,UT,Utah 
400301081,FED,FS,Payette National Forest,BUM CREEK,2018,9/7/2018,10/27/2018,Natural,Natural,5640.0,44.99472222,-115.3088889,USFS,ID,Valley 
400301145,FED,FS,Humboldt-Toiyabe National Forest,SOUTH SUGARLOAF,2018,8/17/2018,10/10/2018,Natural,Natural,233458.32,41.81166667,-116.3238889,COUNTY,NV,Elko 
400301199,FED,FS,Uinta-Wasatch-Cache National Forest,MURDOCK,2018,8/28/2018,10/17/2018,Natural,Natural,5026.0,40.63111111,-110.9008333,USFS,UT,Duchesne 
400301421,FED,FS,Shasta-Trinity National Forest,MOORE,2018,8/9/2018,8/9/2018,Human,Missing data not specified undetermined,5570.0,40.89333333,-122.2283333,USFS,CA,Shasta 
